asset,label,type,direction,start,end,days,move_pct,shock_sessions,shock_share_of_move,spy_pct,tlt_pct,headline_themes,narrative,narrative_confidence,origins,prob_up_h7,share_p50_h7_negative,share_consensus_sell,share_consensus_buy,share_signal_long,mean_exposure_pct,exposure_weighted_ret_pct
MSFT,Microsoft,stock,up,2021-05-12,2021-09-16,127,28.2,3,0.27,10.7,11.1,,,,89.0,0.703,0.022,0.0,0.798,1.0,100.0,26.0
MSFT,Microsoft,stock,up,2021-09-30,2021-11-19,50,21.9,1,0.21,9.3,3.1,,,,37.0,0.599,0.189,0.0,0.459,1.0,100.0,20.8
MSFT,Microsoft,stock,down,2021-12-27,2022-01-25,29,-15.8,1,0.25,-9.0,-4.5,,,,21.0,0.749,0.0,0.0,0.571,1.0,100.0,-13.4
MSFT,Microsoft,stock,down,2022-02-02,2022-02-23,21,-10.4,0,-0.0,-7.7,-3.9,,,,15.0,0.74,0.0,0.0,0.467,1.0,100.0,-5.8
MSFT,Microsoft,stock,up,2022-03-08,2022-03-29,21,14.3,0,0.0,11.2,-5.1,,,,16.0,0.587,0.188,0.0,0.375,0.688,68.8,7.9
MSFT,Microsoft,stock,down,2022-03-29,2022-04-26,28,-14.3,0,-0.0,-9.8,-6.2,,,,20.0,0.606,0.05,0.0,0.2,0.75,75.0,-7.6
MSFT,Microsoft,stock,down,2022-05-04,2022-05-20,16,-12.7,0,-0.0,-9.2,-0.1,,,,13.0,0.644,0.077,0.0,0.308,0.923,92.3,-5.8
MSFT,Microsoft,stock,up,2022-05-20,2022-06-02,13,8.7,0,0.0,7.1,-1.7,,,,9.0,0.535,0.556,0.0,0.111,0.556,55.6,4.2
MSFT,Microsoft,stock,down,2022-06-02,2022-06-13,11,-11.8,0,-0.0,-10.1,-5.2,,,,8.0,0.437,1.0,0.0,0.0,0.375,37.5,-7.7
MSFT,Microsoft,stock,up,2022-06-13,2022-08-15,63,21.1,1,0.34,14.9,5.2,,,,44.0,0.479,0.636,0.0,0.068,0.432,43.2,1.7
MSFT,Microsoft,stock,down,2022-08-15,2022-09-30,46,-20.5,2,0.42,-16.4,-11.1,,"Fed tightening, strong dollar (FX warning), PC slump",high,34.0,0.653,0.147,0.0,0.382,0.882,88.2,-14.8
MSFT,Microsoft,stock,down,2022-10-05,2022-10-11,6,-9.5,0,-0.0,-5.1,-2.6,,,,5.0,0.527,0.0,0.0,0.0,0.4,40.0,-1.5
MSFT,Microsoft,stock,up,2022-10-11,2022-10-25,14,11.2,0,0.0,7.6,-4.8,,,,11.0,0.52,0.545,0.0,0.0,0.818,81.8,9.7
MSFT,Microsoft,stock,down,2022-10-25,2022-11-03,9,-14.5,1,0.51,-3.6,1.0,,,,8.0,0.546,0.25,0.0,0.0,0.25,25.0,0.3
MSFT,Microsoft,stock,up,2022-11-03,2022-12-14,41,20.4,1,0.43,7.7,13.1,,,,29.0,0.511,0.345,0.0,0.0,0.552,55.2,3.5
MSFT,Microsoft,stock,down,2022-12-14,2023-01-05,22,-13.6,1,0.31,-4.6,-4.3,,,,15.0,0.587,0.067,0.0,0.0,0.6,60.0,-3.0
MSFT,Microsoft,stock,up,2023-01-05,2023-02-14,40,22.4,0,0.0,8.8,1.0,,,,28.0,0.51,0.536,0.036,0.036,0.786,78.6,18.5
MSFT,Microsoft,stock,down,2023-02-14,2023-03-01,15,-9.3,0,-0.0,-4.3,-3.3,,,,11.0,0.535,0.545,0.0,0.091,0.909,90.9,-7.2
MSFT,Microsoft,stock,up,2023-03-01,2023-07-18,139,46.3,4,0.49,15.9,2.5,,,,96.0,0.558,0.281,0.01,0.021,0.99,99.0,42.1
MSFT,Microsoft,stock,down,2023-07-18,2023-08-18,31,-11.8,1,0.31,-3.9,-7.6,,,,24.0,0.665,0.0,0.0,0.125,1.0,100.0,-10.3
MSFT,Microsoft,stock,up,2023-09-26,2024-03-21,177,38.1,1,0.09,23.5,6.8,"{'Fed / rates': 4, 'AI / product': 3, 'earnings / guidance': 1}",,,123.0,0.61,0.016,0.0,0.163,1.0,100.0,37.9
MSFT,Microsoft,stock,down,2024-03-21,2024-04-30,40,-9.3,1,0.33,-3.9,-4.9,"{'earnings / guidance': 7, 'Fed / rates': 3, 'AI / product': 2}",,,28.0,0.643,0.0,0.0,0.357,1.0,100.0,-8.0
MSFT,Microsoft,stock,up,2024-04-30,2024-07-05,66,20.3,1,0.12,10.8,6.0,"{'AI / product': 10, 'Fed / rates': 6, 'earnings / guidance': 2}",,,46.0,0.606,0.0,0.0,0.022,1.0,100.0,20.0
MSFT,Microsoft,stock,down,2024-07-05,2024-08-05,31,-15.5,2,0.37,-6.7,7.1,"{'Fed / rates': 5, 'earnings / guidance': 5, 'macro sell-off': 4}",,,22.0,0.609,0.0,0.0,0.591,1.0,100.0,-14.5
MSFT,Microsoft,stock,up,2024-08-05,2024-09-19,45,11.2,0,0.0,10.4,0.8,"{'Fed / rates': 5, 'AI / product': 5, 'earnings / guidance': 2}",,,33.0,0.601,0.03,0.0,0.121,1.0,100.0,10.4
MSFT,Microsoft,stock,up,2024-10-31,2024-12-17,47,12.1,0,0.0,6.3,-1.3,"{'management': 2, 'Fed / rates': 1, 'macro sell-off': 1}",,,33.0,0.534,0.212,0.0,0.061,0.909,90.9,7.7
MSFT,Microsoft,stock,down,2025-01-28,2025-04-08,70,-20.6,2,0.43,-17.6,1.2,"{'macro sell-off': 7, 'AI / product': 3, 'geopolitics': 3}",DeepSeek shock (27 Jan) raised AI-capex doubts; then the tariff sell-off,high,50.0,0.573,0.14,0.0,0.3,0.76,76.0,-7.9
MSFT,Microsoft,stock,up,2025-04-08,2025-04-09,1,10.1,1,1.0,10.5,0.6,"{'tariffs': 1, 'macro sell-off': 1}",,,,,,,,,,
MSFT,Microsoft,stock,up,2025-04-21,2025-08-04,105,49.4,2,0.28,23.2,3.9,"{'earnings / guidance': 7, 'tariffs': 5, 'geopolitics': 5}",,,73.0,0.584,0.096,0.151,0.192,0.959,95.9,44.0
MSFT,Microsoft,stock,up,2025-09-05,2025-10-28,53,9.5,1,0.24,6.4,4.3,"{'AI / product': 3, 'flows': 3, 'Fed / rates': 2}",,,38.0,0.624,0.053,0.0,0.447,1.0,100.0,9.4
MSFT,Microsoft,stock,down,2025-10-28,2026-01-21,85,-17.9,2,0.27,0.1,-4.1,"{'AI / product': 10, 'Fed / rates': 7, 'flows': 5}",,,58.0,0.561,0.259,0.0,0.448,1.0,100.0,-16.6
MSFT,Microsoft,stock,down,2026-01-28,2026-02-23,26,-20.0,1,0.47,-1.9,2.8,"{'AI / product': 4, 'earnings / guidance': 2, 'macro sell-off': 2}",Worst session since 2020 after January earnings (29 Jan) then the software rout of early February — archive headlines,medium,18.0,0.594,0.0,0.0,0.167,0.444,44.4,-7.7
MSFT,Microsoft,stock,down,2026-03-05,2026-03-27,22,-13.1,0,-0.0,-6.7,-3.5,"{'macro sell-off': 2, 'geopolitics': 2, 'tariffs': 1}",,,17.0,0.555,0.353,0.235,0.176,0.294,29.4,-4.2
MSFT,Microsoft,stock,up,2026-03-27,2026-06-01,66,29.4,4,0.64,19.6,1.0,"{'geopolitics': 16, 'macro sell-off': 6, 'Fed / rates': 5}",,,45.0,0.554,0.4,0.222,0.244,0.689,68.9,11.2
MSFT,Microsoft,stock,down,2026-06-01,2026-06-25,24,-23.4,0,-0.0,-2.9,2.2,"{'macro sell-off': 2, 'Fed / rates': 1, 'flows': 1}",June 2026 sell-off — archive headlines only,low,18.0,0.527,0.278,0.167,0.056,0.278,27.8,-10.9
MSFT,Microsoft,stock,up,2026-06-25,2026-08-28,64,45.8,1,0.38,4.8,-4.4,"{'AI / product': 9, 'geopolitics': 8, 'Fed / rates': 7}",,,46.0,0.57,0.31,0.065,0.478,0.783,78.3,8.4
TSLA,Tesla,stock,up,2010-07-07,2010-08-03,27,38.9,0,0.0,,,,,,,,,,,,,
TSLA,Tesla,stock,down,2010-08-03,2010-08-12,9,-19.8,0,-0.0,,,,,,,,,,,,,
TSLA,Tesla,stock,up,2010-08-12,2010-11-24,104,101.5,2,0.44,,,,,,11.0,0.708,0.0,0.0,0.182,1.0,100.0,20.3
TSLA,Tesla,stock,down,2010-11-24,2010-12-14,20,-19.6,0,-0.0,,,,,,14.0,0.716,0.0,0.0,0.143,0.929,92.9,-13.3
TSLA,Tesla,stock,down,2010-12-22,2011-02-23,63,-33.1,1,0.41,,,,,,43.0,0.566,0.023,0.0,0.512,0.535,53.5,-7.5
TSLA,Tesla,stock,up,2011-02-23,2011-05-31,97,38.1,3,0.95,,,,,,68.0,0.509,0.382,0.0,0.015,0.809,80.9,23.1
TSLA,Tesla,stock,down,2011-05-31,2011-08-22,83,-27.2,1,0.3,,,,,,59.0,0.549,0.271,0.0,0.068,0.983,98.3,-18.9
TSLA,Tesla,stock,up,2011-08-22,2011-11-16,86,59.2,2,0.41,,,,,,62.0,0.487,0.597,0.161,0.016,0.871,87.1,67.0
TSLA,Tesla,stock,down,2011-11-16,2012-01-13,58,-34.8,2,0.74,,,,,,40.0,0.588,0.125,0.075,0.025,0.95,95.0,-35.6
TSLA,Tesla,stock,up,2012-01-13,2012-04-03,81,66.8,2,0.48,,,,,,56.0,0.55,0.339,0.268,0.054,0.982,98.2,31.6
TSLA,Tesla,stock,down,2012-04-03,2012-05-18,45,-27.5,2,0.48,,,,,,33.0,0.505,0.424,0.242,0.0,0.97,97.0,-27.5
TSLA,Tesla,stock,up,2012-05-18,2012-07-16,59,30.5,0,0.0,,,,,,40.0,0.535,0.425,0.175,0.15,0.875,87.5,10.7
TSLA,Tesla,stock,down,2012-07-16,2012-08-02,17,-27.4,0,-0.0,,,,,,14.0,0.526,0.357,0.071,0.0,0.857,85.7,-19.7
TSLA,Tesla,stock,up,2012-08-02,2012-09-17,46,24.7,1,0.31,,,,,,32.0,0.482,0.531,0.25,0.156,0.812,81.2,4.7
TSLA,Tesla,stock,up,2012-10-15,2013-05-28,225,303.7,6,0.46,,,,Model S launch to the first profitable quarter (Q1 2013),high,153.0,0.561,0.288,0.248,0.046,0.974,97.4,241.0
TSLA,Tesla,stock,up,2013-06-03,2013-07-12,39,40.3,1,0.26,,,,,,29.0,0.595,0.172,0.069,0.276,1.0,100.0,37.4
TSLA,Tesla,stock,up,2013-07-16,2013-09-30,76,77.3,2,0.35,,,,,,54.0,0.635,0.111,0.074,0.315,1.0,100.0,77.0
TSLA,Tesla,stock,down,2013-09-30,2013-11-26,57,-37.7,2,0.47,,,,,,42.0,0.586,0.143,0.0,0.048,1.0,100.0,-34.4
TSLA,Tesla,stock,up,2013-11-26,2014-03-04,98,111.5,4,0.68,,,,,,66.0,0.623,0.106,0.0,0.303,1.0,100.0,109.7
TSLA,Tesla,stock,down,2014-03-04,2014-05-08,65,-29.9,1,0.34,,,,,,47.0,0.568,0.255,0.106,0.17,1.0,100.0,-28.5
TSLA,Tesla,stock,up,2014-05-08,2014-09-04,119,60.2,3,0.38,,,,,,83.0,0.55,0.325,0.084,0.0,1.0,100.0,55.3
TSLA,Tesla,stock,down,2014-09-04,2014-10-27,53,-22.5,2,0.69,,,,,,38.0,0.588,0.105,0.0,0.026,0.974,97.4,-22.5
TSLA,Tesla,stock,down,2014-11-14,2014-12-16,32,-23.5,0,-0.0,,,,,,22.0,0.583,0.136,0.045,0.045,0.909,90.9,-19.6
TSLA,Tesla,stock,up,2015-03-27,2015-07-20,115,52.6,5,0.51,,,,,,79.0,0.594,0.19,0.0,0.025,0.937,93.7,31.1
TSLA,Tesla,stock,down,2015-07-20,2015-08-24,35,-22.5,1,0.37,,,,,,26.0,0.592,0.154,0.0,0.154,1.0,100.0,-22.0
TSLA,Tesla,stock,up,2015-08-24,2015-09-21,28,20.7,0,0.0,,,,,,20.0,0.47,0.65,0.05,0.05,0.9,90.0,8.0
TSLA,Tesla,stock,down,2015-09-21,2015-10-30,39,-21.7,1,0.28,,,,,,30.0,0.621,0.033,0.0,0.1,0.833,83.3,-15.7
TSLA,Tesla,stock,down,2015-12-31,2016-02-10,41,-40.1,4,0.62,,,,,,28.0,0.518,0.321,0.036,0.036,0.571,57.1,-23.2
TSLA,Tesla,stock,up,2016-02-10,2016-04-06,56,84.7,0,0.0,11.4,-0.8,,,,39.0,0.522,0.41,0.0,0.051,0.744,74.4,57.6
TSLA,Tesla,stock,down,2016-04-06,2016-05-17,41,-22.9,1,0.2,-0.8,0.3,,,,30.0,0.581,0.1,0.0,0.033,1.0,100.0,-20.4
TSLA,Tesla,stock,up,2016-06-24,2016-07-29,35,21.6,0,0.0,6.8,4.4,,,,25.0,0.509,0.44,0.0,0.0,0.6,60.0,2.3
TSLA,Tesla,stock,down,2016-07-29,2016-11-14,108,-22.7,1,0.21,0.2,-13.8,,,,76.0,0.455,0.618,0.013,0.0,0.579,57.9,-29.3
TSLA,Tesla,stock,up,2016-11-14,2017-06-23,221,111.3,3,0.21,14.0,6.9,,,,153.0,0.561,0.34,0.092,0.0,0.941,94.1,86.4
TSLA,Tesla,stock,down,2017-06-23,2017-07-06,13,-19.5,1,0.35,-1.1,-3.2,,,,9.0,0.5,0.778,0.222,0.0,1.0,100.0,-18.3
TSLA,Tesla,stock,up,2017-07-06,2017-09-18,74,24.7,2,0.55,4.3,2.6,,,,52.0,0.513,0.404,0.173,0.0,1.0,100.0,21.5
TSLA,Tesla,stock,down,2017-09-18,2017-11-02,45,-22.3,1,0.28,3.2,-0.2,,,,34.0,0.476,0.676,0.088,0.0,1.0,100.0,-20.5
TSLA,Tesla,stock,up,2017-11-02,2018-02-26,116,19.4,1,0.34,8.4,-5.1,,,,78.0,0.488,0.513,0.038,0.0,0.833,83.3,11.1
TSLA,Tesla,stock,down,2018-02-26,2018-04-02,35,-29.4,2,0.48,-7.0,3.6,,,,25.0,0.573,0.16,0.0,0.2,0.88,88.0,-24.2
TSLA,Tesla,stock,up,2018-04-02,2018-06-18,77,46.9,1,0.24,7.4,-0.9,,,,55.0,0.555,0.309,0.073,0.0,0.673,67.3,43.1
TSLA,Tesla,stock,down,2018-06-18,2018-07-30,42,-21.8,0,-0.0,1.2,-0.8,,,,30.0,0.562,0.2,0.0,0.0,0.833,83.3,-21.5
TSLA,Tesla,stock,up,2018-07-30,2018-08-07,8,30.8,2,0.95,2.0,-0.1,,,,7.0,0.56,0.0,0.0,0.0,1.0,100.0,27.6
TSLA,Tesla,stock,down,2018-08-07,2018-09-07,31,-30.6,0,-0.0,0.7,0.6,,,,23.0,0.597,0.043,0.0,0.0,1.0,100.0,-24.8
TSLA,Tesla,stock,down,2018-10-01,2018-10-08,7,-19.4,0,-0.0,-1.3,-3.0,,,,6.0,0.517,0.667,0.333,0.0,0.833,83.3,-11.6
TSLA,Tesla,stock,up,2018-10-08,2018-12-13,66,50.4,1,0.15,-7.8,5.3,,,,47.0,0.496,0.489,0.106,0.021,0.915,91.5,27.6
TSLA,Tesla,stock,down,2018-12-13,2018-12-24,11,-21.6,1,0.33,-11.2,3.0,,,,8.0,0.527,0.25,0.0,0.0,1.0,100.0,-13.5
TSLA,Tesla,stock,down,2019-01-17,2019-06-03,137,-48.5,4,0.58,4.9,11.4,,"Demand worries, Q1 2019 loss, price cuts and a capital raise (May)",high,94.0,0.532,0.245,0.0,0.021,0.511,51.1,-17.5
TSLA,Tesla,stock,up,2019-06-03,2019-07-24,51,48.0,1,0.2,10.3,-0.3,,,,37.0,0.539,0.351,0.081,0.0,0.784,78.4,6.3
TSLA,Tesla,stock,down,2019-07-24,2019-08-23,30,-20.2,1,0.65,-5.5,11.0,,,,23.0,0.493,0.652,0.0,0.0,0.652,65.2,-27.8
TSLA,Tesla,stock,up,2019-08-23,2020-02-04,165,319.6,6,0.51,16.6,-0.6,,"Surprise Q3 2019 profit, Shanghai factory ramp, short squeeze",high,113.0,0.522,0.345,0.053,0.115,0.876,87.6,232.5
TSLA,Tesla,stock,up,2020-02-05,2020-02-19,14,24.9,0,0.0,1.6,2.5,,,,10.0,0.552,0.1,0.0,0.6,1.0,100.0,22.4
TSLA,Tesla,stock,down,2020-02-19,2020-03-18,28,-60.6,2,0.38,-30.3,-0.7,,COVID crash after the parabolic run-up,high,21.0,0.582,0.238,0.0,0.143,1.0,100.0,-53.4
TSLA,Tesla,stock,up,2020-03-18,2020-03-25,7,49.3,1,0.42,5.3,12.6,,,,6.0,0.575,0.167,0.0,0.0,1.0,100.0,46.2
TSLA,Tesla,stock,up,2020-04-02,2020-07-20,109,261.5,3,0.22,29.3,-0.2,,Consecutive profitable quarters and S&P 500 inclusion speculation,high,75.0,0.535,0.387,0.08,0.24,1.0,100.0,245.1
TSLA,Tesla,stock,up,2020-08-11,2020-08-31,20,81.3,2,0.41,5.1,-2.9,,,,15.0,0.617,0.0,0.0,0.4,1.0,100.0,72.8
TSLA,Tesla,stock,down,2020-08-31,2020-09-08,8,-33.7,1,0.57,-4.7,1.1,,,,6.0,0.586,0.0,0.0,0.167,1.0,100.0,-26.5
TSLA,Tesla,stock,up,2020-09-08,2020-09-15,7,36.2,0,0.0,2.1,0.2,,,,6.0,0.569,0.167,0.0,0.167,1.0,100.0,33.8
TSLA,Tesla,stock,up,2020-09-23,2020-10-14,21,21.3,0,0.0,7.9,-1.3,,,,16.0,0.518,0.375,0.0,0.062,1.0,100.0,18.0
TSLA,Tesla,stock,up,2020-10-30,2021-01-26,88,127.6,2,0.21,18.0,-2.3,,,,59.0,0.652,0.051,0.0,0.61,1.0,100.0,122.7
TSLA,Tesla,stock,down,2021-01-26,2021-03-08,41,-36.2,1,0.2,-0.5,-9.9,,,,29.0,0.614,0.034,0.0,0.207,1.0,100.0,-23.7
TSLA,Tesla,stock,up,2021-03-08,2021-04-13,36,35.4,2,0.86,8.5,0.6,,,,26.0,0.521,0.346,0.0,0.077,1.0,100.0,30.1
TSLA,Tesla,stock,down,2021-04-13,2021-05-19,36,-26.1,0,-0.0,-0.5,-1.6,,,,27.0,0.601,0.037,0.0,0.111,1.0,100.0,-23.0
TSLA,Tesla,stock,up,2021-05-19,2021-11-04,169,118.3,3,0.32,14.4,8.9,,,,119.0,0.595,0.16,0.0,0.286,0.966,96.6,103.1
TSLA,Tesla,stock,down,2021-11-04,2021-12-20,46,-26.8,1,0.41,-2.2,2.0,,,,32.0,0.568,0.219,0.0,0.312,1.0,100.0,-23.7
TSLA,Tesla,stock,up,2021-12-20,2022-01-03,14,33.3,1,0.44,5.0,-3.6,,,,10.0,0.493,0.6,0.1,0.3,1.0,100.0,27.7
TSLA,Tesla,stock,down,2022-01-03,2022-02-23,51,-36.3,1,0.27,-11.6,-5.2,,,,36.0,0.479,0.611,0.0,0.167,1.0,100.0,-33.3
TSLA,Tesla,stock,up,2022-02-23,2022-04-04,40,49.9,0,0.0,8.6,-3.5,,,,29.0,0.539,0.586,0.103,0.345,1.0,100.0,42.8
TSLA,Tesla,stock,down,2022-04-04,2022-05-24,50,-45.2,1,0.22,-13.8,-9.4,,,,36.0,0.497,0.556,0.028,0.139,0.944,94.4,-42.6
TSLA,Tesla,stock,up,2022-05-24,2022-06-02,9,23.4,0,0.0,6.0,-2.0,,,,7.0,0.367,1.0,0.143,0.0,1.0,100.0,12.0
TSLA,Tesla,stock,up,2022-06-16,2022-08-15,60,45.2,1,0.25,17.5,3.7,,,,41.0,0.564,0.244,0.0,0.366,0.902,90.2,41.1
TSLA,Tesla,stock,down,2022-08-15,2022-11-21,98,-45.7,2,0.26,-7.6,-12.7,,Musk sold shares to fund the Twitter purchase; rates; China demand,high,70.0,0.573,0.329,0.0,0.329,0.886,88.6,-42.7
TSLA,Tesla,stock,down,2022-12-02,2023-01-03,32,-44.5,2,0.43,-6.0,-5.0,,,,21.0,0.407,0.952,0.476,0.0,0.19,19.0,-16.3
TSLA,Tesla,stock,up,2023-01-03,2023-02-15,43,98.2,0,0.0,8.7,1.8,,,,31.0,0.462,0.548,0.258,0.161,0.742,74.2,52.1
TSLA,Tesla,stock,down,2023-02-15,2023-03-09,22,-19.3,0,-0.0,-5.4,-0.7,,,,16.0,0.523,0.312,0.062,0.25,0.688,68.8,-14.6
TSLA,Tesla,stock,up,2023-03-09,2023-03-31,22,20.0,0,0.0,5.0,4.2,,,,17.0,0.472,0.706,0.294,0.0,0.765,76.5,17.9
TSLA,Tesla,stock,down,2023-03-31,2023-04-26,26,-25.9,1,0.34,-1.2,-0.3,,,,18.0,0.419,0.833,0.167,0.0,0.5,50.0,-14.9
TSLA,Tesla,stock,up,2023-04-26,2023-07-18,83,90.8,1,0.08,12.7,-3.0,,,,57.0,0.511,0.456,0.053,0.368,0.807,80.7,74.2
TSLA,Tesla,stock,down,2023-07-18,2023-08-18,31,-26.5,1,0.33,-3.9,-7.6,,,,24.0,0.453,0.75,0.042,0.0,1.0,100.0,-21.2
TSLA,Tesla,stock,up,2023-08-18,2023-09-14,27,28.1,3,0.97,3.2,0.0,,,,19.0,0.411,0.789,0.0,0.105,1.0,100.0,27.3
TSLA,Tesla,stock,down,2023-09-14,2023-10-30,46,-28.5,1,0.29,-7.4,-9.9,,,,33.0,0.456,0.727,0.182,0.212,0.97,97.0,-28.5
TSLA,Tesla,stock,up,2023-10-30,2023-12-27,58,32.5,1,0.17,15.1,20.8,{'Fed / rates': 1},,,41.0,0.491,0.634,0.098,0.268,0.951,95.1,24.4
TSLA,Tesla,stock,down,2023-12-27,2024-04-22,117,-45.7,2,0.33,5.2,-10.6,"{'Fed / rates': 18, 'earnings / guidance': 7, 'AI / product': 6}","Price cuts, Q1 2024 delivery miss, Cybertruck recall, layoffs",high,80.0,0.53,0.338,0.0,0.113,0.237,23.8,-26.1
TSLA,Tesla,stock,up,2024-04-22,2024-07-10,79,85.3,4,0.67,12.7,5.2,"{'Fed / rates': 15, 'earnings / guidance': 11, 'AI / product': 7}",,,55.0,0.478,0.527,0.0,0.2,0.564,56.4,34.1
TSLA,Tesla,stock,down,2024-07-10,2024-08-07,28,-27.2,2,0.69,-7.6,3.9,"{'earnings / guidance': 7, 'Fed / rates': 4, 'macro sell-off': 3}",,,21.0,0.424,0.952,0.0,0.048,0.952,95.2,-25.1
TSLA,Tesla,stock,up,2024-08-07,2024-09-30,54,36.4,0,0.0,11.0,2.6,"{'Fed / rates': 6, 'AI / product': 6, 'earnings / guidance': 2}",,,38.0,0.404,0.974,0.0,0.105,1.0,100.0,34.6
TSLA,Tesla,stock,up,2024-10-23,2024-12-17,55,124.6,2,0.41,4.6,-0.9,"{'Fed / rates': 10, 'geopolitics': 5, 'earnings / guidance': 4}",,,39.0,0.381,0.949,0.0,0.231,1.0,100.0,106.0
TSLA,Tesla,stock,down,2024-12-17,2025-03-10,83,-53.7,3,0.44,-6.9,1.5,"{'Fed / rates': 8, 'macro sell-off': 7, 'AI / product': 4}","Post-election rally unwound: brand backlash over Musk's DOGE role, falling deliveries, tariffs",high,55.0,0.442,0.873,0.109,0.018,1.0,100.0,-51.9
TSLA,Tesla,stock,up,2025-03-10,2025-03-25,15,29.7,0,0.0,3.0,-1.4,"{'macro sell-off': 4, 'tariffs': 3, 'AI / product': 3}",,,12.0,0.485,0.5,0.0,0.0,0.917,91.7,18.3
TSLA,Tesla,stock,down,2025-03-25,2025-04-08,14,-23.0,0,-0.0,-13.7,-1.2,"{'tariffs': 6, 'macro sell-off': 3, 'geopolitics': 3}",,,11.0,0.506,0.364,0.0,0.0,0.545,54.5,20.7
TSLA,Tesla,stock,up,2025-04-08,2025-04-09,1,22.7,1,1.0,10.5,0.6,"{'tariffs': 4, 'macro sell-off': 3, 'Fed / rates': 1}",,,,,,,,,,
TSLA,Tesla,stock,up,2025-04-21,2025-05-27,36,59.5,0,0.0,15.0,0.0,"{'geopolitics': 8, 'tariffs': 6, 'Fed / rates': 3}",,,26.0,0.501,0.577,0.0,0.308,0.885,88.5,44.8
TSLA,Tesla,stock,down,2025-05-27,2025-06-05,9,-21.5,1,0.63,0.3,1.2,"{'geopolitics': 2, 'Fed / rates': 1, 'flows': 1}",,,8.0,0.46,0.75,0.0,0.125,0.875,87.5,-21.5
TSLA,Tesla,stock,up,2025-06-05,2025-06-23,18,22.5,0,0.0,1.5,0.4,"{'management': 3, 'geopolitics': 2, 'AI / product': 1}",,,12.0,0.464,0.667,0.0,0.0,0.917,91.7,15.4
TSLA,Tesla,stock,up,2025-07-07,2025-11-03,119,59.3,3,0.41,10.4,5.7,"{'earnings / guidance': 6, 'Fed / rates': 5, 'flows': 5}",,,85.0,0.447,0.824,0.106,0.118,0.929,92.9,34.2
TSLA,Tesla,stock,up,2025-11-21,2025-12-16,25,25.3,0,0.0,3.0,-1.5,"{'macro sell-off': 2, 'Fed / rates': 1, 'earnings / guidance': 1}",,,17.0,0.486,0.529,0.059,0.118,1.0,100.0,19.5
TSLA,Tesla,stock,down,2025-12-16,2026-04-08,113,-29.9,0,-0.0,0.2,0.4,"{'geopolitics': 11, 'Fed / rates': 5, 'earnings / guidance': 5}",,,77.0,0.411,0.87,0.429,0.026,1.0,100.0,-29.4
TSLA,Tesla,stock,up,2026-04-08,2026-05-13,35,29.7,1,0.28,9.8,-2.1,"{'geopolitics': 12, 'Fed / rates': 2, 'earnings / guidance': 2}",,,26.0,0.574,0.231,0.154,0.615,0.615,61.5,14.9
TSLA,Tesla,stock,down,2026-05-13,2026-07-29,77,-33.0,1,0.39,-1.5,-1.6,"{'geopolitics': 9, 'macro sell-off': 7, 'Fed / rates': 5}",,,53.0,0.514,0.472,0.0,0.019,0.887,88.7,-32.7
TSLA,Tesla,stock,up,2026-07-29,2026-08-31,33,23.3,0,0.0,5.5,0.4,"{'macro sell-off': 5, 'geopolitics': 4, 'Fed / rates': 3}",,,24.0,0.561,0.263,0.0,0.083,0.583,58.3,21.2
NVDA,Nvidia,stock,up,2010-01-29,2010-03-17,47,17.6,0,0.0,,,,,,,,,,,,,
NVDA,Nvidia,stock,down,2010-03-17,2010-06-09,84,-39.7,3,0.46,,,,Fermi GPU delays; euro crisis and the flash crash,medium,15.0,0.196,1.0,0.067,0.0,0.133,13.3,-2.2
NVDA,Nvidia,stock,down,2010-06-18,2010-08-11,54,-27.8,1,0.32,,,,,,38.0,0.235,1.0,0.395,0.0,0.526,52.6,-16.9
NVDA,Nvidia,stock,up,2010-08-11,2010-09-24,44,38.1,0,0.0,,,,,,32.0,0.248,1.0,0.0,0.0,0.625,62.5,31.3
NVDA,Nvidia,stock,up,2010-10-07,2011-02-04,120,139.9,5,0.52,,,,,,84.0,0.637,0.155,0.0,0.702,0.952,95.2,123.2
NVDA,Nvidia,stock,down,2011-02-17,2011-04-11,53,-32.6,0,-0.0,,,,,,37.0,0.553,0.189,0.0,0.135,1.0,100.0,-32.4
NVDA,Nvidia,stock,up,2011-04-11,2011-05-12,31,18.4,0,0.0,,,,,,23.0,0.715,0.0,0.0,0.913,1.0,100.0,5.4
NVDA,Nvidia,stock,down,2011-05-31,2011-08-08,69,-40.5,1,0.19,,,,PC and Tegra weakness into the debt-ceiling downgrade crash,medium,49.0,0.544,0.347,0.041,0.265,0.98,98.0,-37.2
NVDA,Nvidia,stock,up,2011-08-19,2011-09-15,27,32.1,0,0.0,,,,,,19.0,0.396,0.895,0.684,0.0,0.737,73.7,20.5
NVDA,Nvidia,stock,down,2011-09-15,2011-10-03,18,-23.8,0,-0.0,,,,,,13.0,0.513,0.615,0.077,0.077,0.692,69.2,-16.2
NVDA,Nvidia,stock,up,2011-10-03,2011-10-14,11,33.1,1,0.31,,,,,,10.0,0.477,0.8,0.0,0.0,0.7,70.0,32.1
NVDA,Nvidia,stock,down,2011-12-01,2011-12-19,18,-16.8,0,-0.0,,,,,,13.0,0.569,0.385,0.0,0.231,0.154,15.4,-3.1
NVDA,Nvidia,stock,up,2011-12-19,2012-02-16,59,25.0,0,0.0,,,,,,41.0,0.596,0.268,0.0,0.39,0.707,70.7,20.9
